date,fuel,generation
2018-07-01,WOO,77642.097
2018-07-01,WWW,3749456.168
2018-08-01,COL,114308123.837
2018-08-01,DFO,416983.688
2018-08-01,GEO,1367055.037
2018-08-01,HYC,22017914.778
2018-08-01,MLG,1549812.476
2018-08-01,NG,162034493.718
2018-08-01,NUC,72282467.0
2018-08-01,OOG,1301836.453
2018-08-01,ORW,208917.459
2018-08-01,OTH,1156715.774
2018-08-01,PC,879408.203
2018-08-01,RFO,554729.7559999999
2018-08-01,SUN,6695407.961
2018-08-01,WND,19846436.993
2018-08-01,WOC,828039.817
2018-08-01,WOO,78274.528
2018-08-01,WWW,3629801.639
2018-09-01,COL,95856862.966
2018-09-01,DFO,396667.009
2018-09-01,GEO,1327907.691
2018-09-01,HYC,19166408.437
2018-09-01,MLG,1397995.863
2018-09-01,NG,142111501.602
2018-09-01,NUC,64729314.0
2018-09-01,OOG,1104892.967
2018-09-01,ORW,192097.846
2018-09-01,OTH,1014860.959
2018-09-01,PC,799132.379
2018-09-01,RFO,583804.373
2018-09-01,SUN,5960901.477
2018-09-01,WND,18519670.629
2018-09-01,WOC,688786.748
2018-09-01,WOO,78697.049
2018-09-01,WWW,3281152.439
2018-10-01,COL,86637670.75
2018-10-01,DFO,422187.29
2018-10-01,GEO,1273090.287
2018-10-01,HYC,19548726.046
2018-10-01,MLG,1512595.446
2018-10-01,NG,123362085.302
2018-10-01,NUC,59421079.0
2018-10-01,OOG,1016808.551
2018-10-01,ORW,231468.076
2018-10-01,OTH,1095478.275
2018-10-01,PC,562289.563
2018-10-01,RFO,533312.862
2018-10-01,SUN,4969690.968
2018-10-01,WND,21193898.009
2018-10-01,WOC,651058.569
2018-10-01,WOO,84593.484
2018-10-01,WWW,3216324.755
2018-11-01,COL,91998129.561
2018-11-01,DFO,477217.461
2018-11-01,GEO,1330843.628
2018-11-01,HYC,21913214.388
2018-11-01,MLG,1504049.813
2018-11-01,NG,108310685.605
2018-11-01,NUC,63963465.0
2018-11-01,OOG,1046065.951
2018-11-01,ORW,220555.261
2018-11-01,OTH,1089365.0
2018-11-01,PC,655755.843
2018-11-01,RFO,465483.367
2018-11-01,SUN,3742764.909
2018-11-01,WND,22015733.899
2018-11-01,WOC,839803.998
2018-11-01,WOO,74816.523
2018-11-01,WWW,3263978.952
2018-12-01,COL,99490459.358
2018-12-01,DFO,456896.549
2018-12-01,GEO,1446081.366
2018-12-01,HYC,22797701.805
